"Sample.Time","Facility","Species","Adipose.Clip","LAD.Race","DNA.Race","Count.Duration..minutes.","Pumping.Duration..minutes.","Sample.Fraction","Study.Type","Length","nfish","Expanded.Salvage","Loss","DNA.Sample.ID","Genetic.Probability","Length.Row.ID","X14.day.OMRI"
"2024-01-30 16:00:00","CVP","Chinook Salmon","Unclipped","Winter","Fall",30,120,0.25,"Normal count",157,1,4,3.52,"C240027CVP",1,1869530,-2943
"2024-01-30 18:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",37,1,4,3.01,"",NA,1869542,-2943
"2024-01-30 18:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",39,1,4,3.01,"",NA,1869543,-2943
"2024-01-30 23:00:00","SWP","Chinook Salmon","Unclipped","Winter","Fall",30,60,0.5,"Normal count",161,1,2,8.76,"C240008SWP",1,1869492,-2943
"2024-01-31 08:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",38,1,4,2.76,"",NA,1869612,-2792
"2024-01-31 12:20:00","SWP","Chinook Salmon","Unclipped","Winter","Fall",NA,NA,NA,"Second flush",176,1,1,4.33,"C240009SWP",0.986,1869608,-2792
"2024-01-31 12:20:00","SWP","Chinook Salmon","Unclipped","Winter","Fall",NA,NA,NA,"Second flush",179,1,1,4.33,"C240010SWP",0.98199999,1869609,-2792
"2024-01-31 12:20:00","SWP","Chinook Salmon","Unclipped","Winter","Fall",NA,NA,NA,"Second flush",185,1,1,4.33,"C240011SWP",0.98900002,1869610,-2792
"2024-01-31 18:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",36,1,4,2.76,"",NA,1869664,-2792
"2024-02-01 06:00:00","CVP","Chinook Salmon","Unclipped","Winter","Spring",30,120,0.25,"Normal count",178,1,4,3.19,"C240032CVP",0.97399998,1869849,-2640
"2024-02-01 13:00:00","SWP","Chinook Salmon","Unclipped","Winter","Fall",30,120,0.25,"Normal count",152,1,4,17.47,"C240012SWP",1,1869759,-2640
"2024-02-01 16:45:00","SWP","Chinook Salmon","Unclipped","Winter","Fall",NA,NA,NA,"Second flush",166,1,1,4.33,"C240016SWP",0.99900001,1869763,-2640
"2024-02-01 16:45:00","SWP","Chinook Salmon","Unclipped","Winter","Fall",NA,NA,NA,"Second flush",188,1,1,4.33,"C240015SWP",0.94,1869723,-2640
"2024-02-01 16:45:00","SWP","Chinook Salmon","Unclipped","Winter","Fall",NA,NA,NA,"Second flush",192,1,1,4.33,"C240013SWP",0.99900001,1869726,-2640
"2024-02-01 16:45:00","SWP","Chinook Salmon","Unclipped","Winter","Fall",NA,NA,NA,"Second flush",198,1,1,4.33,"C240014SWP",0.99800003,1869734,-2640
"2024-02-02 23:59:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",38,1,4,2.76,"",NA,1870094,-2468
"2024-02-03 06:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",33,2,8,5.53,"",NA,1870155,-2304
"2024-02-03 06:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",35,1,4,2.76,"",NA,1870156,-2304
"2024-02-03 06:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",37,1,4,2.76,"",NA,1870157,-2304
"2024-02-03 16:00:00","CVP","Chinook Salmon","Unclipped","Winter","LateFall",30,120,0.25,"Normal count",132,1,4,2.88,"C240038CVP",0.824,1870132,-2304
"2024-02-03 23:59:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",34,1,4,2.54,"",NA,1870147,-2304
"2024-02-04 02:00:00","CVP","Chinook Salmon","Unclipped","Winter","Fall",30,120,0.25,"Normal count",177,1,4,2.88,"C240040CVP",0.89399999,1870374,-2148
"2024-02-04 04:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",37,1,4,2.54,"",NA,1870207,-2148
"2024-02-04 16:00:00","SWP","Chinook Salmon","Unclipped","Winter","Fall",30,60,0.5,"Normal count",166,1,2,8.77,"C240167SWP",1,1870009,-2148
"2024-02-04 16:00:00","SWP","Chinook Salmon","Unclipped","Winter","Fall",30,60,0.5,"Normal count",169,1,2,8.77,"C240167SWP",0.95599997,1870015,-2148
"2024-02-05 08:00:00","CVP","Chinook Salmon","Unclipped","Winter","Fall",30,120,0.25,"Normal count",143,1,4,2.88,"C240042CVP",0.54500002,1870536,-1979
"2024-02-05 17:30:00","SWP","Chinook Salmon","Unclipped","Winter","Spring",NA,NA,NA,"Second flush",182,1,1,4.33,"C240017SWP",1,1870529,-1979
"2024-02-06 02:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",37,1,4,2.54,"",NA,1871171,-2138
"2024-02-06 09:00:00","SWP","Chinook Salmon","Unclipped","LateFall","Spring",20,120,0.17,"Normal count",208,1,6,26.06,"C240018SWP",1,1870835,-2138
"2024-02-06 10:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",35,1,4,2.54,"",NA,1871159,-2138
"2024-02-06 13:00:00","SWP","Chinook Salmon","Unclipped","Winter","Fall",30,120,0.25,"Normal count",193,1,4,17.42,"C240019SWP",0.92400002,1870748,-2138
"2024-02-06 16:00:00","CVP","Chinook Salmon","Unclipped","Winter","Fall",30,120,0.25,"Normal count",151,1,4,2.88,"C240045CVP",0.99000001,1871299,-2138
"2024-02-06 19:00:00","SWP","Chinook Salmon","Unclipped","Winter","Fall",30,120,0.25,"Normal count",183,1,4,17.59,"C240021SWP",0.86900002,1871085,-2138
"2024-02-06 20:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",36,1,4,2.54,"",NA,1871205,-2138
"2024-02-06 21:00:00","SWP","Chinook Salmon","Unclipped","Winter","Fall",30,60,0.5,"Normal count",206,1,2,8.65,"C240021SWP",0.96899998,1870820,-2138
"2024-02-06 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",35,1,4,2.54,"",NA,1871204,-2138
"2024-02-06 23:59:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",36,1,4,2.54,"",NA,1871141,-2138
"2024-02-06 23:59:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",40,1,4,2.54,"",NA,1871142,-2138
"2024-02-07 02:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",32,1,4,2.54,"",NA,1871494,-2284
"2024-02-07 02:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",34,1,4,2.54,"",NA,1871495,-2284
"2024-02-07 02:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",35,2,8,5.07,"",NA,1871496,-2284
"2024-02-07 02:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",38,1,4,2.54,"",NA,1871497,-2284
"2024-02-07 02:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",39,1,4,2.54,"",NA,1871498,-2284
"2024-02-07 02:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",40,1,4,2.54,"",NA,1871499,-2284
"2024-02-07 04:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",35,1,4,2.54,"",NA,1871621,-2284
"2024-02-07 04:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",37,1,4,2.54,"",NA,1871622,-2284
"2024-02-07 04:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",38,1,4,2.54,"",NA,1871623,-2284
"2024-02-07 06:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",38,1,4,2.54,"",NA,1871556,-2284
"2024-02-07 07:00:00","SWP","Chinook Salmon","Unclipped","Winter","Spring",30,120,0.25,"Normal count",168,1,4,17.3,"C240022SWP",0.509,1871453,-2284
"2024-02-07 08:00:00","CVP","Chinook Salmon","Unclipped","Winter","Spring",30,120,0.25,"Normal count",182,1,4,2.88,"C240061CVP",0.66299999,1871518,-2284
"2024-02-07 09:00:00","SWP","Chinook Salmon","Unclipped","Winter","Fall",30,120,0.25,"Normal count",189,1,4,17.32,"C240023SWP",1,1871315,-2284
"2024-02-07 10:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",36,2,8,6.07,"",NA,1871554,-2284
"2024-02-07 10:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",38,1,4,3.54,"",NA,1871555,-2284
"2024-02-07 12:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",37,4,16,10.15,"",NA,1871513,-2284
"2024-02-07 12:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",38,2,8,6.07,"",NA,1871514,-2284
"2024-02-07 12:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",39,2,8,6.07,"",NA,1871515,-2284
"2024-02-07 12:00:00","CVP","Chinook Salmon","Unclipped","Winter","Spring",30,120,0.25,"Normal count",156,1,4,2.88,"C240072CVP",0.89700001,1871516,-2284
"2024-02-07 12:00:00","CVP","Chinook Salmon","Unclipped","Winter","Spring",30,120,0.25,"Normal count",167,1,4,2.88,"C240071CVP",0.99699998,1871517,-2284
"2024-02-07 14:00:00","SWP","Chinook Salmon","Unclipped","Winter","Spring",30,60,0.5,"Normal count",159,1,2,8.6,"C240024SWP",0.93900001,1871441,-2284
"2024-02-07 14:45:00","SWP","Chinook Salmon","Unclipped","Winter","Spring",NA,NA,NA,"Second flush",185,1,1,4.33,"C240025SWP",0.97799999,1871473,-2284
"2024-02-07 14:45:00","SWP","Chinook Salmon","Unclipped","Winter","Spring",NA,NA,NA,"Second flush",209,1,1,4.33,"C240026SWP",0.53299999,1871358,-2284
"2024-02-07 18:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",38,1,4,2.54,"",NA,1871642,-2284
"2024-02-07 20:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",39,1,4,2.54,"",NA,1871476,-2284
"2024-02-07 22:00:00","CVP","Chinook Salmon","Unclipped","Winter","Spring",30,120,0.25,"Normal count",137,1,4,2.88,"C240077CVP",0.89499998,1871576,-2284
"2024-02-07 23:59:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",38,1,4,2.54,"",NA,1871615,-2284
"2024-02-08 02:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",38,1,4,2.54,"",NA,1871818,-2424
"2024-02-08 04:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",36,1,4,2.54,"",NA,1871892,-2424
"2024-02-08 04:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",37,1,4,2.54,"",NA,1871893,-2424
"2024-02-08 04:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",38,1,4,2.54,"",NA,1871894,-2424
"2024-02-08 04:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",40,1,4,2.54,"",NA,1871895,-2424
"2024-02-08 07:00:00","SWP","Chinook Salmon","Unclipped","Winter","Spring",30,60,0.5,"Normal count",133,1,2,8.67,"C240028SWP",0.97799999,1871712,-2424
"2024-02-08 07:00:00","SWP","Chinook Salmon","Unclipped","Winter","Spring",30,60,0.5,"Normal count",141,1,2,8.67,"C240027SWP",0.884,1871718,-2424
"2024-02-08 08:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",36,2,8,5.07,"",NA,1871821,-2424
"2024-02-08 08:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",38,1,4,2.54,"",NA,1871822,-2424
"2024-02-08 08:00:00","CVP","Chinook Salmon","Unclipped","Winter","Spring",30,120,0.25,"Normal count",120,1,4,2.88,"C240087CVP",0.81,1871823,-2424
"2024-02-08 09:00:00","SWP","Chinook Salmon","Unclipped","Winter","Fall",30,120,0.25,"Normal count",172,1,4,17.4,"C240030SWP",0.90200001,1871764,-2424
"2024-02-08 09:00:00","SWP","Chinook Salmon","Unclipped","Winter","Spring",30,120,0.25,"Normal count",178,1,4,17.4,"C240029SWP",0.84200001,1871777,-2424
"2024-02-08 11:00:00","SWP","Chinook Salmon","Unclipped","Winter","Spring",30,120,0.25,"Normal count",138,1,4,17.4,"C240031SWP",0.98500001,1871716,-2424
"2024-02-08 11:00:00","SWP","Chinook Salmon","Unclipped","Winter","Spring",30,120,0.25,"Normal count",155,1,4,17.4,"C240032SWP",0.98699999,1871735,-2424
"2024-02-08 11:00:00","SWP","Chinook Salmon","Unclipped","Winter","Fall",30,120,0.25,"Normal count",174,1,4,17.4,"C240033SWP",0.94700003,1871767,-2424
"2024-02-08 12:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",40,1,4,2.33,"",NA,1871936,-2424
"2024-02-08 13:00:00","SWP","Chinook Salmon","Unclipped","Winter","LateFall",30,120,0.25,"Normal count",152,1,4,17.42,"C240035SWP",0.95200002,1871730,-2424
"2024-02-08 14:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",37,1,4,2.33,"",NA,1871902,-2424
"2024-02-08 14:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",38,1,4,2.33,"",NA,1871903,-2424
"2024-02-08 15:00:00","SWP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",40,1,4,16.42,"",NA,1871745,-2424
"2024-02-08 16:30:00","SWP","Chinook Salmon","Unclipped","Winter","LateFall",NA,NA,NA,"Second flush",126,1,1,4.33,"C240042SWP",0.96200001,1871703,-2424
"2024-02-08 16:30:00","SWP","Chinook Salmon","Unclipped","Winter","Fall",NA,NA,NA,"Second flush",130,1,1,4.33,"C240040SWP",0.75199997,1871708,-2424
"2024-02-08 16:30:00","SWP","Chinook Salmon","Unclipped","Winter","Fall",NA,NA,NA,"Second flush",131,1,1,4.33,"C240038SWP",0.80000001,1871711,-2424
"2024-02-08 16:30:00","SWP","Chinook Salmon","Unclipped","Winter","Fall",NA,NA,NA,"Second flush",145,1,1,4.33,"C240039SWP",0.99400002,1871724,-2424
"2024-02-08 16:30:00","SWP","Chinook Salmon","Unclipped","Winter","LateFall",NA,NA,NA,"Second flush",164,1,1,4.33,"C240041SWP",0.96100003,1871748,-2424
"2024-02-08 16:30:00","SWP","Chinook Salmon","Unclipped","Winter","LateFall",NA,NA,NA,"Second flush",191,1,1,4.33,"C240037SWP",0.97799999,1871652,-2424
"2024-02-08 20:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",38,1,4,2.33,"",NA,1871896,-2424
"2024-02-08 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",37,1,4,2.33,"",NA,1871826,-2424
"2024-02-08 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",40,1,4,2.33,"",NA,1871827,-2424
"2024-02-08 23:59:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",38,1,4,2.33,"",NA,1871819,-2424
"2024-02-09 02:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",33,1,4,2.33,"",NA,1872176,-2532
"2024-02-09 02:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",35,1,4,2.33,"",NA,1872177,-2532
"2024-02-09 02:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",37,1,4,2.33,"",NA,1872178,-2532
"2024-02-09 02:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",40,1,4,2.33,"",NA,1872179,-2532
"2024-02-09 04:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",42,1,4,2.33,"",NA,1872194,-2532
"2024-02-09 06:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",34,1,4,2.33,"",NA,1872325,-2532
"2024-02-09 06:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",37,1,4,2.33,"",NA,1872326,-2532
"2024-02-09 06:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",41,1,4,2.33,"",NA,1872327,-2532
"2024-02-09 06:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",51,1,4,2.33,"",NA,1872328,-2532
"2024-02-09 10:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",37,1,4,2.33,"",NA,1872329,-2532
"2024-02-09 12:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",37,1,4,2.33,"",NA,1872315,-2532
"2024-02-09 12:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",38,1,4,2.33,"",NA,1872316,-2532
"2024-02-09 14:00:00","SWP","Chinook Salmon","Unclipped","Fall","",30,60,0.5,"Normal count",42,1,2,8.19,"",NA,1872097,-2532
"2024-02-09 14:00:00","SWP","Chinook Salmon","Unclipped","Winter","LateFall",30,60,0.5,"Normal count",137,1,2,8.62,"C240043SWP",0.89200002,1872040,-2532
"2024-02-09 14:00:00","SWP","Chinook Salmon","Unclipped","Winter","Fall",30,60,0.5,"Normal count",152,1,2,8.62,"C240044SWP",0.70999998,1872064,-2532
"2024-02-09 16:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",38,1,4,2.33,"",NA,1872314,-2532
"2024-02-09 16:30:00","SWP","Chinook Salmon","Unclipped","Winter","Spring",NA,NA,NA,"Second flush",130,1,1,4.33,"C240047SWP",0.62199998,1872030,-2532
"2024-02-09 16:30:00","SWP","Chinook Salmon","Unclipped","Winter","LateFall",NA,NA,NA,"Second flush",132,1,1,4.33,"C240050SWP",0.83399999,1872032,-2532
"2024-02-09 16:30:00","SWP","Chinook Salmon","Unclipped","Winter","LateFall",NA,NA,NA,"Second flush",139,1,1,4.33,"C240049SWP",0.96899998,1872045,-2532
"2024-02-09 16:30:00","SWP","Chinook Salmon","Unclipped","Winter","LateFall",NA,NA,NA,"Second flush",155,1,1,4.33,"C240046SWP",0.97299999,1872070,-2532
"2024-02-09 16:30:00","SWP","Chinook Salmon","Unclipped","Winter","Fall",NA,NA,NA,"Second flush",197,1,1,4.33,"C240051SWP",0.96499997,1871953,-2532
"2024-02-09 16:30:00","SWP","Chinook Salmon","Unclipped","Winter","LateFall",NA,NA,NA,"Second flush",201,1,1,4.33,"C240048SWP",0.98699999,1871961,-2532
"2024-02-09 18:00:00","CVP","Chinook Salmon","Unclipped","Winter","Spring",30,120,0.25,"Normal count",115,1,4,2.6,"C240109CVP",0.79000002,1872204,-2532
"2024-02-09 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",39,1,4,2.33,"",NA,1872174,-2532
"2024-02-09 22:00:00","CVP","Chinook Salmon","Unclipped","Winter","Spring",30,120,0.25,"Normal count",150,1,4,2.6,"C240110CVP",0.796,1872175,-2532
"2024-02-09 23:59:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",35,1,4,2.33,"",NA,1872195,-2532
"2024-02-09 23:59:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",41,1,4,2.33,"",NA,1872196,-2532
"2024-02-09 23:59:00","CVP","Chinook Salmon","Unclipped","Winter","LateFall",30,120,0.25,"Normal count",129,1,4,2.6,"C240112CVP",0.54400003,1872197,-2532
"2024-02-09 23:59:00","CVP","Chinook Salmon","Unclipped","Winter","Spring",30,120,0.25,"Normal count",133,1,4,2.6,"C240113CVP",0.82300001,1872198,-2532
"2024-02-10 04:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",37,1,4,2.33,"",NA,1872543,NA
"2024-02-10 04:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",41,1,4,2.33,"",NA,1872544,NA
"2024-02-10 04:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",44,1,4,2.33,"",NA,1872545,NA
"2024-02-10 06:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",40,2,8,4.65,"",NA,1872556,NA
"2024-02-10 06:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",43,1,4,2.33,"",NA,1872557,NA
"2024-02-10 06:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",45,1,4,2.33,"",NA,1872558,NA
"2024-02-10 08:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",38,1,4,2.33,"",NA,1872402,NA
"2024-02-10 09:00:00","SWP","Chinook Salmon","Unclipped","Winter","LateFall",30,120,0.25,"Normal count",155,1,4,17.32,"C240053SWP",0.958,1872071,NA
"2024-02-10 09:00:00","SWP","Chinook Salmon","Unclipped","Winter","LateFall",30,120,0.25,"Normal count",158,1,4,17.32,"C240052SWP",0.99900001,1872075,NA
"2024-02-10 10:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",37,2,8,4.65,"",NA,1872376,NA
"2024-02-10 10:00:00","CVP","Chinook Salmon","Unclipped","Fall","",30,120,0.25,"Normal count",41,1,4,2.33,"",NA,1872377,NA
